ID,Form_ID,Cognateset_ID,Source,source_comment,Comment
366,366,come-A,BurrowEmeneau1961[DED5270],,
367,367,come-A,BurrowEmeneau1961[DED5270],,clear cognate
368,368,die-A,BurrowEmeneau1961[DED2426],,reasonable cognate candidate
369,369,die-A,BurrowEmeneau1961[213],,DED2426
370,370,die-A,BurrowEmeneau1961[213],,DED2426
371,371,die-A,Andronov1964;BurrowEmeneau1961[DED2426],,; 
372,372,die-A,BurrowEmeneau1961[DED2426],,
373,373,die-A,BurrowEmeneau1961[213],,DED2426
374,374,die-A,BurrowEmeneau1961[DED2426],,
375,375,die-A,BurrowEmeneau1961[DED2426],,
376,376,die-A,Andronov1964,,
377,377,die-A,BurrowEmeneau1961[DED2426],,
378,378,die-A,Andronov1964,,
379,379,die-A,BurrowEmeneau1961[DED2426],,reasonable lookalike
380,380,die-A,BurrowEmeneau1961[DED2426],,excellent cognate candidate
381,381,die-B,,Dunn,Looks like an I-E borrowing
382,382,die-B,Andronov1964,,
383,383,die-C,BurrowEmeneau1961[DED2988],,very similar forms cited for sister languages
384,384,die-D,,Dunn,apparent singleton
385,385,die-E,BurrowEmeneau1961[299],,DED3406
386,386,die-F,BurrowEmeneau1961,,DED3068
387,387,dog-A,,Verkerk,high quality look-alike
388,388,dog-A,,Dunn,good lookalike
389,389,dog-A,BurrowEmeneau1961[322],,DED3650
390,390,dog-A,BurrowEmeneau1961[DED3650],,"DED 3650: Ka. nāy, nāyi id.; nāyitana doggishness."
391,391,dog-A,BurrowEmeneau1961[DED3650],,DED 3650: Koḍ. na·y dog.
392,392,dog-A,BurrowEmeneau1961[322],,DED3650
393,393,dog-A,,Kolipakam,high quality look alike
394,394,dog-A,,Verkerk,high quality look-alike
395,395,dog-A,Andronov1964;BurrowEmeneau1961[DED3650],,; DED 3650: Ma. nāy id.
396,396,dog-A,BurrowEmeneau1961[322],,DED3650
397,397,dog-A,BurrowEmeneau1961[DED3650],,DED 3650: Pa. netta (pl. nettel) id.; iric netta wild dog.
398,398,dog-A,Andronov1964;BurrowEmeneau1961[DED3650],,"; DED 3650: Ta. nāy, nāi dog."
399,399,dog-A,BurrowEmeneau1961[DED3650],,DED 3650: To. no·y id.
400,400,dog-A,BurrowEmeneau1961[DED3650],,DED 3650: Tu. nāyi id.
401,401,dog-A,,Verkerk,high quality look-alike
402,402,dog-B,BurrowEmeneau1961[DED1796],,DED 1796 Te. kukka dog. Onomatopaeia
403,403,dog-C,BurrowEmeneau1961[DED3870],,"DED3870: Ma. paṭṭi dog, bitch; paṭṭicci bitch. DED(S) 3201."
404,404,dog-D,BurrowEmeneau1961[254],,DED2916
405,405,dog-E,,Kolipakam,no entry in DED.
406,406,dog-E,,Kolipakam,high quality look alike to brahui term. No DED entry
407,407,drink-A,BurrowEmeneau1961[DED1654],,clear cognate: identical to closely related languages
408,408,drink-A,,Dunn,clear cognate
409,409,drink-A,Andronov1964;BurrowEmeneau1961[DED1654],,; 
410,410,drink-A,,Dunn,apparently a morphologically complex form of DED1654
411,411,drink-A,BurrowEmeneau1961[DED1654],,clear cognate: identical to closely related languages
412,412,drink-A,Andronov1964,,
413,413,drink-A,,Dunn,"clear moprhologically complex form of large, stable cognate set"
414,414,drink-A,Andronov1964,,
415,415,drink-A,BurrowEmeneau1961[DED1654],,clear cognate: identical to closely related languages
416,416,drink-B,Andronov1964,,
417,417,drink-C,BurrowEmeneau1961[58],,DED600
418,418,drink-C,BurrowEmeneau1961,,DED600
419,419,drink-C,BurrowEmeneau1961[58],,DED600
420,420,drink-C,,Dunn,clear cognate with DED600
421,421,drink-C,BurrowEmeneau1961[58],,DED600
422,422,drink-C,BurrowEmeneau1961[58],,Set 600
423,423,drink-C,BurrowEmeneau1961[58],,DED600
424,424,drink-C,Andronov1964,,
425,425,drink-C,BurrowEmeneau1961,,"DED600: Un, Ud"
426,426,drink-D,,Dunn,apparently singleton; possibly cognate with DED4223
427,427,drink-F,,Kolipakam,No obvious cognate or entry in DED
428,428,dry-A,Andronov1964,,
429,429,dry-B,,Jordan,
430,430,dry-C,Andronov1964;BurrowEmeneau1961[DED869],,; B&E form: eṇḍu
431,431,dry-D,BurrowEmeneau1961[136],,DED1458
432,432,dry-D,BurrowEmeneau1961[DED1458],,"Kur. xāynā (xayyas) to lose moisture, dry up, evaporate, lose flesh, waste away; xaixairnā to become quite dry, parched; xaidnā, xaida'ānā to make dry, desiccate (by exposing to the sun, fire, or the air); (Hahn) xaikā dry, dried up, withered."
433,433,dry-D,BurrowEmeneau1961[DED1458],,"Reasonable similar to ""Malt. qáye to become dry, wither, become lean, fade; qeyre to be boiled, be hot; qeytre to boil, make hot."", especially when you consider ""Kurukh xaikā dry, dried up, withered. """
434,434,dry-D,BurrowEmeneau1961[DED1458],,B&E form: kay(-nt)
435,435,dry-D,,Jordan,Similar to other Tamil form: kaindadə
436,436,dry-E,BurrowEmeneau1961[481],,DED5320
437,437,dry-E,BurrowEmeneau1961[481],,DED5320
438,438,dry-E,BurrowEmeneau1961[DED5320],,Andronov had a separate cognate class B
439,439,dry-E,,Jordan,Possibly cognate with DED5320
440,440,dry-E,BurrowEmeneau1961[DED5320],,B&E form: varaṭu Andronov had a separate cognate class B
441,441,dry-F,,Jordan,Possible lookalike with Kannada: oɳagidu
442,442,dry-F,BurrowEmeneau1961[DED601],,B&E form: oṇagisu
443,443,dry-F,BurrowEmeneau1961[DED601],,B&E form: oṇaŋgi-
444,444,dry-F,,Jordan,Lookalike with Kodava: oɳangina
445,445,dry-F,,Jordan,Possible lookalike with Kannada: oɳagidu
446,446,dry-F,BurrowEmeneau1961[DED601],,B&E form: nuṅgu
447,447,dry-G,BurrowEmeneau1961[DED4537],,Identical to Telegu: poɖi
448,448,dry-G,BurrowEmeneau1961[DED4537],,"B&E form Telugu: p(r)oyi ""oven, stone, hearth"""
449,449,dry-H,,Jordan,
450,450,dry-I,,Kolipakam,apparent singleton. No entry in DED
451,451,ear-A,,Kolipakam,High quality look alike to set : 1977(pg.179) but not in DED list.
452,452,ear-A,,Kolipakam,High quality look alike to set : 1977
453,453,ear-A,BurrowEmeneau1961[179],,DED1977
454,454,ear-A,BurrowEmeneau1961[179],,DED1977
455,455,ear-A,Andronov1964;BurrowEmeneau1961[179],,; set - 1977
456,456,ear-A,BurrowEmeneau1961[179],,set : 1977
457,457,ear-A,BurrowEmeneau1961[179],,DED1977
458,458,ear-A,BurrowEmeneau1961[179],,DED1977
459,459,ear-A,,Kolipakam,High quality look alike to set : 1977(pg.179) but not in DED list.
460,460,ear-A,,Kolipakam,High quality look alike to set : 1977(pg.179) but not in DED list.
461,461,ear-A,BurrowEmeneau1961[179],,DED1977
462,462,ear-A,BurrowEmeneau1961[179],,DED1977
463,463,ear-A,BurrowEmeneau1961[179],,set - 1977
464,464,ear-A,BurrowEmeneau1961[179],,DED1977
465,465,ear-A,BurrowEmeneau1961[179],,set : 1977
466,466,ear-A,Andronov1964;BurrowEmeneau1961[179],,; set : 1977
467,467,ear-A,,Kolipakam,High quality look alike to set : 1977(pg.179) but not in DED list.
468,468,ear-A,BurrowEmeneau1961[179],,set : 1977
469,469,ear-A,,Kolipakam,High quality look alike to set : 1977(pg.179) but not in DED list.
470,470,ear-B,Andronov1964,,
471,471,ear-B,Andronov1964,,
472,472,ear-C,,Kolipakam,No obvious cognate or entry in DED
473,473,earth-A,BurrowEmeneau1961[413],,DED4666
474,474,earth-A,,,
475,475,earth-A,BurrowEmeneau1961[DED4666],,B&E form: maṇṇï
476,476,earth-A,Andronov1964,,
477,477,earth-A,Andronov1964,,
478,478,earth-A,Andronov1964,,
479,479,earth-A,BurrowEmeneau1961[DED4666],,
480,480,earth-B,BurrowEmeneau1961[287],,DED3283
481,481,earth-B,Andronov1964;BurrowEmeneau1961[DED3283],,; 
482,482,earth-C,BurrowEmeneau1961[181],,DED1993
483,483,earth-D,BurrowEmeneau1961[DED1953],,"B&E form is köty- ""to dig (earth with hoe)"" but I'm doubtful about this; there is also a form ""mon""."
484,484,earth-E,,Jordan,Same as Te. form. cf DED4792
485,485,earth-E,BurrowEmeneau1961[DED4792],,"B&E form is māsi ""dirt""."
486,486,earth-F,Buck1949[15],,"Sanskrit bhumi- ""earth, land"""
487,487,earth-F,Buck1949[15],,"Sanskrit bhumi- ""earth, land"""
488,488,earth-F,,Kolipakam,"Sanskrit bhumi- ""earth, land"""
489,489,earth-F,Buck1949[15],,"Sanskrit bhumi- ""earth, land"""
490,490,earth-F,Buck1949[15],,"Sanskrit bhumi- ""earth, land"""
491,491,earth-G,BurrowEmeneau1961[490],,DED5410
492,492,earth-H,,Kolipakam,apparent singleton.no entry in DED
493,493,eat-A,BurrowEmeneau1961[DED3263],,"clear cognate: see e.g. Koḍ. tinn- (timb-, tind-) to eat (not a meal)"
494,494,eat-A,,Dunn,clear cognate
495,495,eat-A,BurrowEmeneau1961[DED3263],,
496,496,eat-A,BurrowEmeneau1961[DED3263],,
497,497,eat-A,BurrowEmeneau1961[284],,DED3263
498,498,eat-A,BurrowEmeneau1961[DED3263],,clear cognate
499,499,eat-A,BurrowEmeneau1961[284],,DED3263
500,500,eat-A,Andronov1964;BurrowEmeneau1961[DED3263],,tinnu-; 
501,501,eat-A,BurrowEmeneau1961[284],,DED3263
502,502,eat-A,BurrowEmeneau1961[DED3263],,clear cognates with closely related languages
503,503,eat-A,Andronov1964,,
504,504,eat-A,BurrowEmeneau1961[DED3263],,clear cognate
505,505,eat-B,Andronov1964,,
506,506,eat-C,,Dunn,apparent singleton
507,507,eat-D,BurrowEmeneau1961[464],,DED5127
508,508,eat-E,,Dunn,apparent singleton: can't show that this is cognate with DED 3263 To. tïn- (tïḏ-) to eat (including a meal)
509,509,eat-F,BurrowEmeneau1961[59],,DED600
510,510,eat-G,,Kolipakam,No obvious cognates or entry in DED
511,511,eat-G,,Kolipakam,No obvious cognate or entry in DED
512,512,eat-J,,Kolipakam,No obvious cognates or entry in DED
513,513,eat-K,,Kolipakam,No obvious cognates or entry in DED
514,514,egg-A,,Kolipakam,High quality look alike to set - 4939(pg.442) but not in DED list.
515,515,egg-A,Andronov1964,,
516,516,egg-A,BurrowEmeneau1961[442],,Set - 4939
517,517,egg-A,BurrowEmeneau1961[442],,DED4939
518,518,egg-A,Andronov1964;BurrowEmeneau1961[442],,; Set - 4939
519,519,egg-A,Andronov1964;BurrowEmeneau1961[442],,; Set - 4939
520,520,egg-A,BurrowEmeneau1961[442],,Set - 4939
521,521,egg-A,,Kolipakam,High quality look alike to set - 4939(pg.442) but not in DED list.
522,522,egg-B,Andronov1964;BurrowEmeneau1961[154],,; set - 1680
523,523,egg-C,BurrowEmeneau1961[299],,set - 3413
524,524,egg-C,BurrowEmeneau1961[299],,set - 3413
525,525,egg-D,BurrowEmeneau1961,Kolipakam,DED1279; Self identified
526,526,egg-D,BurrowEmeneau1961,,DED1279
527,527,egg-E,,Kolipakam,
528,528,egg-F,,Kolipakam,No obvious cognates or entry in DED
529,529,egg-G,,Kolipakam,No obvious cognates or entry in DED
530,530,egg-H,,Kolipakam,No obvious cognates or entry in DED
531,531,egg-I,,Kolipakam,No obvious cognates or entry in DED
532,532,egg-J,,Kolipakam,No obvious cognates or entry in DED
533,533,egg-K,,Kolipakam,No obvious cognates or entry in DED
534,534,egg-L,,Kolipakam,No obvious cognates or entry in DED
535,535,eye-A,,Kolipakam,"High quality look alike to set - 1159(pg.109), but not on DED list."
536,536,eye-A,,Kolipakam,High quality look alike to set - 1159
537,537,eye-A,BurrowEmeneau1961[110],,DED1159
538,538,eye-A,Andronov1964;BurrowEmeneau1961[109],,; set - 1159
539,539,eye-A,BurrowEmeneau1961[109],,set - 1159
540,540,eye-A,BurrowEmeneau1961[110],,DED1159
541,541,eye-A,BurrowEmeneau1961[110],,DED1159
542,542,eye-A,,Kolipakam,"High quality look alike to set - 1159(pg.109), but not on DED list."
543,543,eye-A,BurrowEmeneau1961[110],,DED1159
544,544,eye-A,BurrowEmeneau1961[110],,DED1159
545,545,eye-A,Andronov1964;BurrowEmeneau1961[109],,; set - 1159
546,546,eye-A,BurrowEmeneau1961[109],,"Set 1159 Initial ""q"" in the Andronov Malto list corresponds with # (or perhaps glottal stop) in this list."
547,547,eye-A,BurrowEmeneau1961[110],,DED1159
548,548,eye-A,BurrowEmeneau1961[109],,set - 1159
549,549,eye-A,Andronov1964;BurrowEmeneau1961[109],,; set - 1159
550,550,eye-A,Andronov1964;BurrowEmeneau1961[109],,; set - 1159
551,551,eye-A,BurrowEmeneau1961[109],,set - 1159
552,552,eye-A,BurrowEmeneau1961[109],,set - 1159
553,553,eye-A,,Kolipakam,"High quality look alike to set - 1159(pg.109), but not on DED list."
554,554,eye-B,Buck1949[225],,"from Skt. netra- ""eye"", PIE ni- ""lead"""
555,555,eye-C,,Kolipakam,No obvious cognates or entry in DED
556,556,fat-A,,Kolipakam,"High quality look alike to set - 2146 (pg.193), but not on DED list."
557,557,fat-A,BurrowEmeneau1961[193],,DED2146
558,558,fat-A,BurrowEmeneau1961[193],,set - 2146
559,559,fat-A,BurrowEmeneau1961[193],,DED2146
560,560,fat-A,,Kolipakam,"High quality look alike to set - 2146 (pg.193), but not on DED list."
561,561,fat-A,Andronov1964;BurrowEmeneau1961[193],,; set - 2146
562,562,fat-A,BurrowEmeneau1961[193],,set - 2146
563,563,fat-A,Andronov1964;BurrowEmeneau1961[193],,; set - 2146
564,564,fat-A,Andronov1964;BurrowEmeneau1961[193],,; set - 2146
565,565,fat-A,,Kolipakam,"High quality look alike to set - 2146 (pg.193), but not on DED list."
566,566,fat-B,,Kolipakam,"High quality look alike to set - 291 (pg.27), but not on DED list."
567,567,fat-B,BurrowEmeneau1961[27],,set - 291
568,568,fat-C,Andronov1964,,
569,569,fat-D,,Kolipakam,high quality look alike. No entry in DED
570,570,fat-D,,Kolipakam,Self-Identified
571,571,fat-D,,Kolipakam,Self-Identified
572,572,fat-D,,Kolipakam,Self-Identified
573,573,fat-E,,Kolipakam,
574,574,fat-F,,Kolipakam,
575,575,fat-G,,Kolipakam,No obvious cognates or entry in DED
576,576,fat-H,,Kolipakam,No obvious cognates or entry in DED
577,577,feather-A,,Dunn,high quality lookalike
578,578,feather-A,,Kolipakam,DED2591
579,579,feather-A,Andronov1964,,
580,580,feather-A,,Dunn,"high quality lookalike, looks like DED2591 but Toda is not in the list here."
581,581,feather-B,Andronov1964,,
582,582,feather-C,Andronov1964,,
583,583,feather-D,Andronov1964,,
584,584,feather-E,,Dunn,"self-identified set, no published evidence"
585,585,feather-E,,Dunn,"self-identified set, no published evidence"
586,586,feather-E,,Dunn,lookalike to a self-identified set
587,587,feather-F,,Dunn,lookalike
588,588,feather-G,,Dunn,no obvious relationship to anything else in DravLex or the DED
589,589,feather-H,,Kolipakam,
590,590,feather-I,,Kolipakam,DED4358
591,591,feather-I,,Kolipakam,DED4358
592,592,feather-J,,Kolipakam,No obvious cognate or entry in DED
593,593,feather-K,,Kolipakam,No obvious cognates or entry in DED
594,594,feather-L,,Kolipakam,No obvious cognates or entry in DED
595,595,fire-A,Andronov1964;BurrowEmeneau1961[255],,; set - 2929
596,596,fire-A,BurrowEmeneau1961[255],,set - 2929
597,597,fire-B,,Kolipakam,High-quality look alike to set - 3266
598,598,fire-B,BurrowEmeneau1961[255],,DED2929
599,599,fire-B,Andronov1964;BurrowEmeneau1961[285],,; set - 3266
600,600,fire-B,BurrowEmeneau1961[285],,set - 3266
601,601,fire-B,,Kolipakam,High quality look alike to set - 3266 (pg. 285) but not on DED list.
602,602,fire-C,Andronov1964;BurrowEmeneau1961[503],,; set - 5517
603,603,fire-D,BurrowEmeneau1961[414],,Set - 4680
604,604,fire-E,BurrowEmeneau1961[140],,Set - 1514
605,605,fire-E,BurrowEmeneau1961[140],,Set - 1514
606,606,fire-E,BurrowEmeneau1961,,DED1514
607,607,fire-E,,Kolipakam,"High quality look alike to set - 1514, pg(140) but not in DED list."
608,608,fire-E,BurrowEmeneau1961,,DED1514
609,609,fire-E,BurrowEmeneau1961[140],,Set 1514
610,610,fire-E,Andronov1964;BurrowEmeneau1961[140],,; Set - 1514
611,611,fire-E,BurrowEmeneau1961[140],,Set - 1514
612,612,fire-F,,Kolipakam,see Skt. agni-
613,613,fire-F,,Kolipakam,cf. Skt. agni-
614,614,fire-G,,Kolipakam,Self-Identified
615,615,fire-H,,Kolipakam,Self-Identified
616,616,fire-I,BurrowEmeneau1961[137],,DED1458
617,617,fire-J,BurrowEmeneau1961,,DED3115
618,618,fire-K,,Kolipakam,No obvious cognates or entry in DED
619,619,fish-A,,Kolipakam,"High quality look alike of set - 4885 (pg.436), but not on DED list."
620,620,fish-A,,Kolipakam,high quality look alike to set - 4885
621,621,fish-A,BurrowEmeneau1961[436],,DED4885
622,622,fish-A,BurrowEmeneau1961[436],,Set - 4885
623,623,fish-A,Andronov1964;BurrowEmeneau1961[436],,obselete; set - 4885
624,624,fish-A,BurrowEmeneau1961[436],,DED4885
625,625,fish-A,BurrowEmeneau1961[436],,Set - 4885
626,626,fish-A,BurrowEmeneau1961,,DED4885
627,627,fish-A,BurrowEmeneau1961[436],,DED4885
628,628,fish-A,Andronov1964;BurrowEmeneau1961[436],,; set - 4885
629,629,fish-A,BurrowEmeneau1961[436],,Set - 4885
630,630,fish-A,BurrowEmeneau1961[436],,Set - 4885
631,631,fish-A,Andronov1964,Kolipakam,obselete; High quality look alike to set - 4885(pg.436) but not on DED list.
632,632,fish-B,,Kolipakam,"High quality look alike of set - 1252, but not on DED list."
633,633,fish-B,BurrowEmeneau1961[116],,set - 1252
634,634,fish-B,Andronov1964,,
635,635,fish-C,Andronov1964,,obselete
636,636,fish-C,Andronov1964,,
637,637,fish-D,,Kolipakam,Loan from hindi/sanskrit - matʃtʃi/matsya
638,638,fish-E,,Kolipakam,Not sure if the correct meaning is recorded
639,639,fish-F,,Kolipakam,No obvious cognates or entry in DED
640,640,fly-A,BurrowEmeneau1961[DED4020],,Clear cognate
641,641,fly-A,BurrowEmeneau1961[DED4020],,clear cognate
642,642,fly-A,BurrowEmeneau1961[358],,DED4020
643,643,fly-A,Andronov1964,,
644,644,fly-A,BurrowEmeneau1961[DED4020],,
645,645,fly-A,BurrowEmeneau1961[358],,DED4020
646,646,fly-A,Andronov1964;BurrowEmeneau1961[DED4020],,; 
647,647,fly-A,Andronov1964;BurrowEmeneau1961[DED4020],,; 
648,648,fly-A,BurrowEmeneau1961[DED4020],,
649,649,fly-A,BurrowEmeneau1961[DED4020],,"DED4020: ""rāpuni, rāvuni to fly (with aphaeresis)"" - note that other Tulu forms are clearer cognates, although with more distant meanings, e.g. ""pāruni to run, fly, escape""."
650,650,fly-B,Andronov1964,,
651,651,fly-C,,Dunn,Apparent singleton
652,652,fly-D,,Dunn,Apparent singleton
653,653,fly-E,,Kolipakam,
654,654,fly-E,,Kolipakam,
655,655,fly-F,,Kolipakam,Apparent singleton
656,656,fly-G,,Kolipakam,apparent singleton
657,657,foot-A,Andronov1964,,
658,658,foot-A,BurrowEmeneau1961[8],,set - 72
659,659,foot-A,BurrowEmeneau1961[8],,set - 72
660,660,foot-A,BurrowEmeneau1961[8],,set - 72
661,661,foot-A,BurrowEmeneau1961[8],,set - 72
662,662,foot-B,BurrowEmeneau1961,,High quality look alike to set - 3843(pg.344) but not on the DED list.
663,663,foot-B,BurrowEmeneau1961[344],,DED3843
664,664,foot-B,BurrowEmeneau1961[344],,set - 3843
665,665,foot-B,,Kolipakam,High quality look alike to DED3843
666,666,foot-B,BurrowEmeneau1961[344],,set - 3843
667,667,foot-B,Andronov1964;Krishnamurti2003[491],,"; ""A learned borrowing from Sanskrit"""
668,668,foot-C,,Kolipakam,High quality look alike to set - 1479
669,669,foot-C,BurrowEmeneau1961[138],,DED1479
670,670,foot-C,BurrowEmeneau1961[138],,set - 1479
671,671,foot-C,BurrowEmeneau1961[138],,set - 1479
672,672,foot-C,BurrowEmeneau1961[138],,set - 1479
673,673,foot-C,,Kolipakam,High quality look alike to set - 1479(pg. 138) but not on DED list.
674,674,foot-D,BurrowEmeneau1961[177],,DED1943
675,675,foot-E,,Kolipakam,High quality look alike to set - 7 (pg. 3) but not on DED list.
676,676,foot-E,BurrowEmeneau1961[3],,set - 7
677,677,foot-F,,Kolipakam,No obvious cognate or entry in DED
678,678,foot-G,,Kolipakam,No obvious cognate or entry in DED
679,679,foot-H,,Kolipakam,No obvious cognate or entry in DED
680,680,foot-I,,Kolipakam,No obvious cognate or entry in DED
681,681,full-A,,Jordan,
682,682,full-B,,Jordan,Lookalike to Kod: dumba
683,683,full-B,BurrowEmeneau1961[DED3331],,B&E form: tumbisu
684,684,full-B,BurrowEmeneau1961[DED3331],,
685,685,full-B,,Jordan,Identical to Kod: dumba
686,686,full-C,BurrowEmeneau1961[326],,DED3682
687,687,full-C,BurrowEmeneau1961[326],,DED3682
688,688,full-C,,Jordan,Lookalike with Te: ninɖa:
689,689,full-C,BurrowEmeneau1961[326],,DED3682
690,690,full-C,BurrowEmeneau1961[DED3682],,B&E form: niṟa (check if this is a stem)
691,691,full-C,BurrowEmeneau1961,,DED3682
692,692,full-C,Andronov1964,,was cognate class A originally
693,693,full-C,BurrowEmeneau1961[DED3682],,B&E form: niṇḍu Was originally Andronov class A
694,694,full-D,,Jordan,Self-identified
695,695,full-E,,Dunn,no apparent cognates
696,696,full-F,,Kolipakam,Not similar to any other cognate class
697,697,full-G,,Kolipakam,apparent singleton. no entry in ded
698,698,full-G,,Kolipakam,
699,699,full-H,,Kolipakam,Apparent singleton. No entry in DED
700,700,give-A,,Dunn,clear lookalike
701,701,give-A,,Dunn,clear lookalike
702,702,give-A,Andronov1964;BurrowEmeneau1961[DED2053],,; 
703,703,give-A,BurrowEmeneau1961[DED2053],,
704,704,give-A,Andronov1964;BurrowEmeneau1961[DED2053],,; 
705,705,give-A,Andronov1964;BurrowEmeneau1961[DED2053],,; 
706,706,give-A,,Dunn,
707,707,give-A,,Dunn,clear lookalike
708,708,give-B,BurrowEmeneau1961[269],,DED3098
709,709,give-B,BurrowEmeneau1961[269],,DED3098
710,710,give-B,BurrowEmeneau1961[269],,DED3098
711,711,give-B,BurrowEmeneau1961[269],,DED3096
712,712,give-C,BurrowEmeneau1961[225],,DED2598
713,713,give-C,BurrowEmeneau1961[225],,DED2598
714,714,give-C,,Dunn,"Good lookalike, given a phonologically minimal form."
715,715,give-C,,Dunn,"Good lookalike, given a phonologically minimal form. But check also I-E"
716,716,give-C,BurrowEmeneau1961[225],,DED2598
717,717,give-C,BurrowEmeneau1961[90],,Set 2598
718,718,give-C,BurrowEmeneau1961[225],,DED2598
719,719,give-C,Andronov1964;BurrowEmeneau1961[DED2598],,; 
720,720,give-C,BurrowEmeneau1961[DED2598],,
721,721,give-C,,Dunn,phonologically minimal stem
722,722,give-C,,Dunn,phonologically minimal stem
723,723,good-A,,Jordan,"Lookalike with Ta. nal-, nalla"
724,724,good-A,BurrowEmeneau1961[DED3610],,
725,725,good-A,Andronov1964;BurrowEmeneau1961[DED3610],,; 
726,726,good-A,Andronov1964;BurrowEmeneau1961[DED3610],,; 
727,727,good-A,,Jordan,Clear cognate with Ta. nalla
728,728,good-B,,Jordan,Lookalike with Ka: oɭɭijadu
729,729,good-B,Andronov1964;BurrowEmeneau1961[DED1006],,"Andronov form: oḷḷe, cognate class B; B&E form: oli, ole"
730,730,good-B,BurrowEmeneau1961[97],,DED1006
731,731,good-C,,Jordan,Lookalike with Te: mantʃi
732,732,good-C,Andronov1964,,
733,733,good-D,BurrowEmeneau1961[DED848],,
734,734,good-E,,Jordan,
735,735,good-F,BurrowEmeneau1961[DED848],,"éṛu good, beautiful, in health. DED(S) 722."
736,736,good-G,,Kolipakam,
737,737,good-H,,Kolipakam,
738,738,good-I,,Kolipakam,apparent singleton. no entry in ded
739,739,good-J,,Kolipakam,apparent singleton
740,740,good-K,,Kolipakam,apparent singleton
741,741,good-L,,Kolipakam,apparent singleton.
742,742,green-A,,Jordan,Identical form to closely related languages.
743,743,green-A,,Dunn,good lookalike
744,744,green-A,BurrowEmeneau1961[342],,DED3821
745,745,green-A,BurrowEmeneau1961[342],,"Set 3821. Burrows and Emeneau form is ""pasir"". Kannada has a change from proto-Dravidian p > h."
746,746,green-A,BurrowEmeneau1961[342],,Burrows and Emeneau Set 3821. Form is given as pacce.
747,747,green-A,BurrowEmeneau1961[342],,DED3821
748,748,green-A,,Jordan,Form is identical to closely related Telegu. Burrows and Emeneau Set 3821.
749,749,green-A,BurrowEmeneau1961[342],,DED3821
750,750,green-A,,Jordan,"Form is identical to closely related Kodava. Andronov form is ""pacu-"""
751,751,green-A,BurrowEmeneau1961[342],,Set 3821.
752,752,green-A,Andronov1964;BurrowEmeneau1961[342],,; set 3821
753,753,green-A,BurrowEmeneau1961[342],,Burrows and Emeneau Set 3821. Form is given as pacca.
754,754,green-A,,Jordan,"Identical form to closely related languages. Burrows and Emeneau form is ""poč""."
755,755,green-A,BurrowEmeneau1961[342],,"Set 3821 Burrows and Emeneau form is ""paccè""."
756,756,green-A,,Jordan,Form is identical to closely related Kodava.
757,757,green-B,,Kolipakam,possible loan word from hindi word for green/greenery - harijali/hara
758,758,green-C,,Kolipakam,apparent singleton. No entry in DED
759,759,green-D,,Kolipakam,Apparent singleton. No entry in DED
760,760,green-E,,Kolipakam,Apparent singleton. No entry in DED
761,761,green-F,,Kolipakam,apparent singleton. No entry in DED
762,762,green-G,,Kolipakam,apparent singleton. No entry in DED
763,763,green-H,,Kolipakam,Apparent singleton. No entry in DED
764,764,hair-A,BurrowEmeneau1961[440],,Set : 4921
765,765,hair-A,BurrowEmeneau1961[440],,Set : 4921
766,766,hair-B,Andronov1964,,
767,767,hair-B,Andronov1964;BurrowEmeneau1961[172],,; Set : 1892
768,768,hair-B,BurrowEmeneau1961[172],,Set : 1892
769,769,hair-C,Andronov1964;BurrowEmeneau1961[498],,; Set : 5482
770,770,hair-D,Buck1949[204],,probable cognate with loan into Malayalam
771,771,hair-D,Andronov1964;Buck1949[204],,"; """
772,772,hair-E,,Kolipakam,"Simiilar to set DED4707, has a prefix of ""mand"" meaning head."
773,773,hair-E,BurrowEmeneau1961[416],,Set : 4707
774,774,hair-E,BurrowEmeneau1961[416],,Set : 4707
775,775,hair-F,BurrowEmeneau1961[269],,Set : 3103
776,776,hair-F,BurrowEmeneau1961[270],,DED3103
777,777,hair-F,,Kolipakam,"High quality look alike to set - 3103 (pg. 269), but not on DED list"
778,778,hair-G,,Kolipakam,High quality look alike to set - 2655 (pg. 230). but not on DED list.
779,779,hair-G,BurrowEmeneau1961[230],,DED2655
780,780,hair-G,BurrowEmeneau1961[230],,Set : 2655
781,781,hair-H,BurrowEmeneau1961[179],,DED1973
782,782,hair-H,,Kolipakam,high quality look alike to DED1973
783,783,hair-I,,Kolipakam,No obvious cognates or entry in DED
784,784,hair-J,,Kolipakam,
785,785,hair-K,,Kolipakam,No obvious cognates or entry in DED
786,786,hair-L,,Kolipakam,No obvious congates or entry in DED
787,787,hair-L,,Kolipakam,"similar to te other form, has additional ""tal"", ""head"" prefix."
788,788,hair-M,,Kolipakam,No obvious cognate or entry in DED
789,789,hand-A,,Kolipakam,"High quality look alike, but not in the DED Set - 2023 pg. 183"
790,790,hand-A,,Dunn,good quality lookalike
791,791,hand-A,BurrowEmeneau1961[183],,DED2023
792,792,hand-A,BurrowEmeneau1961[183],,Set - 2023
793,793,hand-A,BurrowEmeneau1961[183],,Set - 2023
794,794,hand-A,BurrowEmeneau1961[183],,DED2023
795,795,hand-A,BurrowEmeneau1961[183],,DED2023
796,796,hand-A,,Kolipakam,"High quality look alike, but not in the DED Set - 2023 pg. 183"
797,797,hand-A,BurrowEmeneau1961[183],,DED2023
