,af,ar,as,az,ba,be,bfq,bg,bn,bo,br,brh,ca,cs,cy,da,de,el,en,es,et,fa,fi,fo,fr,fy,ga,gd,gdb,gl,gon,gv,he,hi,hu,hy,id,is,it,ja,ka,kfa,kfb,kfe,kff,km,kn,ko,krl,kru,ku,kxv,la,lb,liv,lo,lt,lv,lzz,mjt,mk,ml,mn,ms,mt,my,nl,nn,ny,oc,pci,pl,ps,pt,ro,ru,sa,se,sk,sl,sq,sv,sva,ta,tcx,tcy,te,tg,th,tl,tr,ug,uk,ur,vep,vi,vot,vro,xmf,xub,yea,yi,za,zu
krl,12.83980568611716,9.70741034262276,11.506496139125508,11.372437071176565,11.401757390479196,9.593957012589089,10.329905011356624,10.192562067562069,11.107971889221888,12.578653462215104,11.52166261318047,12.121328611587858,11.791705685352094,10.69034724728442,11.603894782466211,11.886785049575746,10.615492696247646,10.010678094081456,13.2286475601693,10.315996348468415,7.411571370437526,11.172182752718141,3.7839702567963442,11.4468982984608,13.044859334301082,11.562842032181655,13.889681814397726,13.00322436822437,10.643025766750256,11.47862992270887,11.412506569394326,12.524524465433554,10.912434580345026,11.63630744747766,12.413543227605729,11.445171368394716,10.29520804254847,10.486050661489257,10.143037331091882,12.047097227169257,10.161112036112035,10.760253352090087,10.954167106402998,11.73047898813205,11.609748386534102,13.765926720338484,10.804535458872193,11.792785292785295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kru,12.564067314067316,10.27771377927628,12.108606237512486,10.693349804956949,11.941477927393422,11.105270435778909,11.051127561208206,11.112097241209083,10.689790764790764,12.559909130221632,11.13615160880786,11.518498616133545,11.781704864122446,11.575181907213159,11.88941262887046,11.956991951710263,10.680476977670855,10.455111907492862,12.862046683475253,11.115173745668251,10.304237712400978,11.70817795096641,10.398691727773361,10.297083934583936,14.129766567910897,10.553114853896105,13.101302543610235,12.920185986852653,11.190609702089294,11.4854527859847,10.443467530202225,11.677200577200578,11.34336788942052,11.341291201488568,12.945091656029156,11.491827183233434,9.203710384265941,10.182970112915168,10.376207756889574,13.158900474525472,11.345138421669033,10.623687253789292,10.987458553184842,11.912833056965711,11.935354328211469,14.019757094757097,10.301258123962205,13.023658227115673,9.95087239857648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku,11.951460089617983,11.84096375005466,11.976121101121102,10.778945921803064,12.670487948265725,9.882756132756134,11.971778221778221,9.709048614221027,10.24973544973545,15.30983709273183,12.833694083694088,11.531231114564449,9.56617148283815,10.096666284166284,11.024554298747846,9.472624042624043,10.375130717235981,12.12333721833722,13.04345800398432,10.725946031093091,11.558156755525177,7.694290953649242,11.206148748911907,13.420019617135,11.62555061897167,9.745701058201059,14.359341484341485,11.523109243697478,14.015672599005931,12.064818351583057,13.365146170701728,10.117063492063492,12.966374269005849,9.55210588023088,10.923745173745175,10.800797886324201,11.195247933884298,11.00880832130832,12.014849300005551,12.310232426303855,13.158269727348674,12.626249265138155,13.713771824882933,13.911494369827706,14.890064667842445,14.785880035880036,12.071328362995027,12.86460048439215,11.861234525708209,10.736104430548872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kxv,12.039848484848484,10.152222468889136,12.736842470395104,12.247749212592963,13.089261191005379,9.910626410626412,10.309347884819584,11.65454533389316,12.12293570626904,14.207414547258297,12.585035133948178,12.57887266751646,13.898468044301378,11.137336685947798,13.10309568903319,13.352795352795354,12.411111111111113,9.87496239140976,14.681429176883723,10.839960787076173,10.792990090717364,12.331259018759019,11.067875054238687,11.494271869271868,16.052423586514497,11.206365272154747,15.048605805958749,15.761600378787879,9.683558108558108,13.034608590643074,9.368470923016378,12.685022153772152,11.3935322156476,13.283879315129315,14.662528247433906,11.157730386897056,8.969122023809526,11.027526085026084,11.847900230111769,13.952009644944429,10.57914837687565,9.25706995025177,9.514650501014138,12.114952219497674,9.759211243302152,13.52140220890221,9.662577573941208,14.928041351652462,10.498729048729048,10.88923828696556,12.912530921459494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la,13.177577836476141,10.689158156658156,12.135556200072328,13.15792120337575,12.702427653647165,10.140106421356423,11.154190907132083,10.199513787928423,11.224595393713043,12.279106616422792,12.792880730380732,11.608623386330626,10.649767963712291,10.984873272794623,11.749041093710211,12.55391286953787,11.590753943026668,9.209034960988086,13.636141999361895,8.609745326392913,11.82030823563392,12.145652046655696,10.235444565614722,11.699818016579382,12.932562904931324,11.684714394620055,14.132801878256423,14.03338665302951,11.31275730442397,9.900521720063972,11.895058953392287,13.71824335794924,11.3644883342464,12.026246518727723,13.060462531880939,12.134613478706887,9.693448281516465,10.08914967628888,8.506556528086998,12.241078466621946,11.06441048300842,11.93423667382001,11.926794048362677,11.651698610031943,12.069393723560388,14.540795452832489,11.260759764926432,12.312338872200465,10.086467161401718,10.618822381322381,10.806730306730307,10.672508933147231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lb,8.675228731079795,11.955396547896546,11.8341489859347,11.98590321336223,12.68717877004394,13.138894194041251,13.625472660308725,11.111605189191394,11.987625169443351,14.67463798827435,10.965060007742935,11.95674921095089,10.649108478969593,11.512483982878718,11.464824900308773,10.480411255411257,7.230268613213527,12.815534817295381,10.157847735053618,12.184472759944457,10.856285265660265,11.872163043674671,11.844713272838273,12.143561733405484,11.419799066674067,7.72393543956044,12.88012941919192,11.49006017623039,12.795726539774158,12.204606714040676,12.508895645800408,11.38425925925926,10.266359609382866,11.38101473689709,11.849142237073272,10.963334491595361,11.644488361879667,11.765623765623763,12.626093643868872,13.790104246564923,12.410225075850075,12.654279362612696,13.330019420355555,14.032248835820262,14.29476343762058,13.132416000406653,13.86299436894675,13.483480483480484,11.693298021423022,11.698704734419023,10.869937469937469,13.889354066985641,12.36939325555397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liv,11.566744730679156,10.667141843067768,12.212968735525125,11.998243819672393,11.500012205839273,11.190777644787078,11.86109395383589,11.409711412618389,11.513961732711733,12.967165634973856,11.463164811379098,12.772221339572765,11.522892239743069,11.536411269068337,11.797060743489315,11.316281586630424,11.032995538564846,11.533436801293943,12.543079639094131,12.301187755447534,8.217663241213966,12.367454384695764,7.5355182257356175,12.45785666879417,12.14974386454969,11.955511993247844,13.203254132231406,12.779312169312169,12.535070088641518,13.171090605301131,12.253844936242892,11.895129870129871,11.426799982770131,11.15076166937869,12.080921231546231,11.788428456024633,11.151653311227781,11.406465610412978,12.893037440523473,13.060274192927254,11.461707978012326,12.067971427665306,11.939201175808321,13.696240550832385,12.963168775668777,13.045747879571408,12.52215981297614,12.320170445170447,7.793646838936693,10.87000952562177,11.024968087468089,11.631382506382506,11.498260610826057,11.021215243090243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo,11.73694316436252,15.553328423120092,12.089080459770114,14.429088504088504,13.90456378776051,16.43576443881322,16.160450015101176,15.91870677215505,13.042475014697239,13.260342789598106,13.410763478945299,14.964101330767999,13.740184177684178,15.200522403054046,14.798724489795918,12.35881673881674,13.96861940368434,15.801656198207922,13.192766270297916,16.36440058479532,14.083865325953935,15.879018204018205,15.493661753155429,16.16543233454998,13.703983516483516,13.043882704596992,15.171243386243386,14.448004201680673,15.135485287659202,14.806323604710702,13.530211937820633,13.903033794162827,13.041852678571429,13.333813364055299,13.267925970228601,14.469169719169722,14.989478114478114,15.731552883950144,17.812970547970547,15.726927639742764,17.02923465423465,15.338113275613273,15.817283863479519,16.759222963027312,15.757493110753982,11.429914453887056,15.347426124600037,16.17090304590305,15.464536869600161,15.565033094924402,14.246001683501683,13.810805095287852,16.088193156050302,13.442484598734598,13.87835863152319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lt,15.87329416615131,11.098367174316541,14.694978525747757,13.145483809120176,12.94373212571742,9.918525918525921,11.429850427350425,9.836798386798387,14.111537872901508,14.813859421002277,13.256090883323028,13.44328641444026,12.986043123543123,11.53755533594243,12.82530636030636,14.400209243492826,12.010140611703113,11.106678175074402,15.710068711357371,11.231299333382667,13.514299131567174,11.475332598687862,11.903828631277085,11.748920271647545,15.220444197006698,12.13979959434505,15.215277304765943,14.979017604017605,12.664559497106666,11.41749916749917,12.818786035767168,16.0563499000999,12.938786136702804,13.282376270052325,15.283156463419623,12.414736305361307,11.881599243668209,11.230945299910818,10.159728104021582,14.766763572684624,11.796435809322407,11.888043298420657,13.067265451283209,11.02078241465034,12.868200719615814,17.4192449248629,11.954758553815157,14.2699994087249,11.694060807462868,11.88601728460219,12.68740324003482,12.862110112110113,11.267247239021433,13.247263098453576,13.433148895777762,19.5109819121447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lv,10.838568960279487,10.045345316621912,11.093401547947002,11.637782692218178,11.838118983688602,9.616941605403143,10.786096657971656,9.229517224887596,11.317881192881194,13.253932828400913,11.823801006092673,11.691694506210638,11.121060312236779,8.790480738397404,11.341313125280514,11.438334235209235,10.315124859849629,10.393563717427353,11.502177386105958,10.435226674197265,11.126167359426287,10.966778959676686,10.159527228723658,11.641347930821615,12.69572119348905,9.307930317545702,12.67219929477211,12.820912042502952,10.83483645983646,11.210427253905513,11.048013494442069,11.656235827664398,11.346911075036074,10.338493835481787,12.190210065210062,10.469081802036348,9.126681651681652,10.28027600706172,10.604827256077254,12.754917401719727,10.277699359172573,10.343853126591222,10.917492560349704,11.102943573181667,11.617666945047896,13.0558519639402,10.70030652768748,12.372658894503555,10.23227826241219,10.785367850844041,10.38343253968254,10.739036360464931,10.063176341478227,10.421681571352623,11.139567030192028,15.191608545775212,8.466207050952814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lzz,13.315964090554255,11.486259617118993,12.915940383269929,11.791415859273002,12.513253037689127,11.835870366530745,12.704321962386478,11.701450134067322,13.403943812597658,14.36850475912976,13.691829004329005,11.920388872632657,13.257730320579483,12.552126224745273,13.479911754911754,13.788686980547446,12.75126762126762,11.652113999808178,15.526298565932713,12.337323536476081,11.766421781629816,12.603515722473968,12.047026719892573,13.165614674923184,14.875381154792919,13.187054821488783,14.941367859471308,14.073473933473933,12.23339670533548,12.760781616044772,13.220563450155288,12.954466745375838,11.890143438650902,12.545803916307513,14.960878108491173,12.970049225151268,11.877068557919623,12.832573835024816,11.103254434074474,13.245991939095386,9.123200856611904,12.385737137012649,12.61913618217324,12.978804200667946,13.332554916738589,15.835401934666642,12.143889840318412,13.589053141259024,11.230526688758397,11.703478211131273,12.463601822154454,11.36107099970736,12.07958036231846,12.455065536315537,12.677018509945338,16.963729812755787,12.641940524753025,11.391182354351997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mjt,12.738305613305613,10.57040711535197,12.486767681103618,12.928947147040633,12.996604920900696,9.704860817148951,10.540464966398753,10.664101597237696,10.500814694564696,14.703566109816109,11.473350000693749,12.552684898175386,13.760301964608688,11.555812532375034,12.741952157614808,13.418480580452409,11.532850369585065,10.330120221318806,14.783347538149458,10.619649688815818,11.787020017271328,12.52409941048605,10.54063517265048,11.057837301587302,15.793851733133115,11.146295544733045,15.201281853067567,15.027196568863236,10.912276428220306,12.565988367771846,10.722518057339487,14.094237904952191,10.710333160991055,12.793427150335043,14.461136630030545,11.922876575939897,9.215524187746409,10.591492908800603,10.285559561052983,12.834022013525688,10.760844455997516,9.660576880602392,10.691238389601947,10.64850726337821,10.824780378351806,15.114392937309605,9.519479286886249,14.988292479492417,10.27246159452792,8.946505283765187,11.683635294746407,8.998021170748444,11.213458362052272,13.177624131755787,12.344167878606653,17.98461909467344,11.087656840015331,10.786045958139795,11.393242170328003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk,10.36329365079365,10.55346054219005,10.62186856353523,11.53280820057136,10.495179140587304,9.01068291977383,12.431905636451091,4.734870745683894,9.64360119047619,13.293763528138527,11.049553070386406,11.85878169449598,11.091198758506449,8.471955443546353,10.755520387731925,10.619496336996338,11.134201710987426,10.103345603345604,12.89648834961335,10.720283839424464,11.160237235758068,10.388422093779237,9.966487216487216,11.049056412337663,12.536028400611734,10.638879870129871,14.017502029220779,10.84842241092241,11.732333253166585,11.826350316350318,11.481708877542212,13.484457671957673,10.635982844316178,11.144848632093531,11.51920199898141,11.3659375754964,12.214106155282627,10.978417184667185,11.0311680506993,12.032723229151799,11.463914654018822,11.545648795648795,11.543390183708812,13.831898040231374,12.948997761497761,12.85435606060606,11.644001060667726,12.565888837155804,10.065205820414153,10.572906645823313,8.543350168350168,11.34562254874755,10.94608358812904,12.211953720882294,10.666235770402437,14.062375992063492,11.358524605475825,9.774577167019027,11.82406313924171,11.144581113331112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ml,13.602103977103978,11.5711312992563,14.03521489361333,11.60098780188066,12.346955470194906,10.948294172870442,9.353274861339377,11.820216236721654,13.021520609020607,13.090128043253044,13.173236281692164,11.542785829953491,14.184888676646919,12.41949052105302,13.665269302317494,14.595697924923279,12.599779967764661,10.907319422200372,16.65189855495978,11.68368429494803,12.142519682698255,12.382888123272739,12.53060750190852,12.428000934250935,15.980044583137364,13.115958694083695,16.191409018332095,15.131615606615608,12.581404989568256,12.076789493012894,12.197903570352551,13.328153988868275,11.722523456076088,13.442462143120038,15.132352669117376,13.689529798904799,11.123515373515374,12.247438898456998,10.691918088224906,14.287362550643802,11.615401159193016,9.478018646686115,11.467525421757115,10.45628673898008,11.618342675065366,16.88265222431889,9.090945548215956,14.608388143979509,11.702653214132805,10.888647600232233,12.050898175898176,12.29285310648947,11.65931499056499,13.801279188183948,13.398666243053999,18.036960623917142,11.210246468293082,12.082525628744115,11.620686819516353,11.395106407794378,11.921785390535392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mn,12.37012987012987,11.847306946297287,11.422357326769093,12.50859487734488,12.351575276575279,12.644015552348886,12.941906607604281,12.207687631298741,12.857074438970988,12.726676101676102,13.601984126984128,12.387913264271964,11.830232664161235,13.237813112813113,12.946223060353496,11.503714392603278,11.378477710756192,13.857705874372543,13.35189230600623,14.076849142920569,11.709626695386188,13.381377418877417,11.914716788134509,13.4490786990787,12.181122118622117,13.880493244129608,14.701460777547736,13.70627572016461,14.093226519856954,12.64509006319351,13.847030083443126,13.5505291005291,12.149875377148105,11.151818941292625,11.342161354819583,12.323695292049724,10.402720817194501,12.321672479567217,14.474468591502905,15.501241927471435,13.258308674447916,12.696028609072085,14.229214306580035,15.06849460925548,14.169682672400063,15.061711785170692,14.075625763125762,13.831359755161124,11.991171890697208,12.299850210176297,10.89233500417711,13.96325607263107,13.06898286898287,10.955649198296257,11.840778419892343,13.522902494331065,15.939410337137609,11.749713521772346,14.31517485363639,13.305049720810588,11.213514109347441,14.89318290405247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms,10.34796626984127,9.312503581329645,10.786001696715982,11.416122028463803,11.06014804777181,9.793961778961778,10.243362680862681,10.760640367258013,10.884194839551983,12.913939984137595,10.490612974987975,11.82266984458543,11.292758859687993,10.830321290244953,11.513630466755465,11.983755641013705,10.7456382095271,9.869409856016999,12.813280877619112,10.368001875174006,11.013318993098403,11.490095841658341,9.832895148152502,11.87056906056906,13.308476194587307,12.178743604879969,13.419109940984942,14.740262515262518,10.073403626288242,10.742761946151775,10.063396539358079,13.127229744251022,9.736052079233898,11.097516835016835,13.471006915969602,10.739532773623681,1.3875099681020733,10.600841457548775,10.86905865402996,11.917961800104658,10.931766660626955,9.198618689003306,10.250975342321496,10.087163993413993,10.296430421430424,12.897409993680153,9.283587317241162,12.518292374292374,9.891482649295149,9.88509780817473,11.596224955599956,8.926829123257695,10.446194647366521,11.423163758837916,10.876801813382697,14.674071374891046,11.468580126114373,9.100616418387503,11.22156125767237,9.141345953987356,10.971755867589202,11.162671196325041,11.046051649499926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mt,11.741666666666665,9.700903141692613,10.949802255357813,10.268641235307904,11.53994343949701,11.27027431632695,11.357400205614491,11.82551106301106,12.206494893994895,11.30786435786436,11.306901431901432,12.208243461084368,12.45525863025863,10.639908199690808,12.309500057381413,12.386326058201059,11.45205999066293,11.580458603896103,11.675120772946858,12.345189422570375,12.672659466137727,12.71933917630639,12.16652148173887,12.40365379569925,14.012750933706814,12.674344636844637,13.689574314574315,13.404431216931217,10.504173225764134,14.417600373482728,10.390131017971926,11.49441530691531,9.316589540727472,10.869738317238316,11.91927426438296,12.695938597058001,12.080540293040292,11.763654485245395,12.397569643471284,13.47439256649783,12.657543342325953,10.908382968042057,11.311400405150405,11.684737295532749,12.480300003027276,12.498513923887058,11.057433097205825,14.092134211274837,11.47205009161531,10.241977403909221,13.521920889567948,9.443567235233902,12.28193345116422,12.863582634859231,11.630826902566033,13.59504132231405,12.573770475556191,11.904380187713521,12.605197942154463,11.626850895316805,11.20212542087542,12.253057863853316,14.110615079365077,10.795565302144249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,12.295205026455026,15.690497853401077,14.63432494209805,14.990306173474488,14.129386834539506,16.352460694441827,16.504886966965618,15.523893669054962,13.56004371445548,15.413464484526127,14.55539233493779,15.650100216039496,14.873834823396225,15.630608669413615,14.622317076862531,13.449321732059827,14.425973168774215,15.150508935508935,13.432687847866418,16.043881288877806,15.225889614920227,15.836705952777383,15.733293987758273,15.658498460917814,14.182068857068858,14.710664335664335,14.182246927860964,14.228884573954996,15.614801126769214,16.618232224396607,14.039966534647386,13.15369969536636,12.88934699180601,15.34227339975515,14.584854237197987,15.64143899772242,14.885569985569987,15.801903063266698,18.04791274901569,15.787032262302045,16.831133683493377,15.313447633926357,16.48872721545594,17.362995308474034,15.956505521665093,13.724375189736637,15.990465651369906,16.70910152267911,15.497594348678534,15.122910186739974,14.577005577005577,16.33534711475888,16.558007059365753,14.32376967574336,14.761483060590203,12.679938117438116,17.789917892740473,15.294842389817878,17.709115733922435,16.737955159497712,15.457470769970769,17.050171312139398,14.325616513116515,14.552525252525253,14.433084592175499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nl,6.5406415343915345,11.800642290438208,11.905433571058571,11.67964291943884,11.61070563963126,11.928505233192732,13.281835673689608,10.471445691784677,10.903527572645219,13.75380312176087,11.861036238394728,12.13208848125956,10.010298398691257,11.512263458143345,11.112774715292701,8.720690536315537,5.975302399482728,12.143809705034196,9.758606886280683,11.716776450572747,10.275052487619334,11.116500548565764,11.433995075037858,11.897162872969323,11.804763411618252,6.908056566075433,13.225529838259899,12.035575348075346,12.808101915814683,11.907304996590709,13.460536213195786,11.74727668845316,10.531754621040335,10.630241103925314,11.988954316546128,10.848566780829351,10.394980328313663,10.858727967008223,12.076695771548714,12.972657374831288,12.287441762040695,13.338230032378968,12.7408867814844,14.039028790358577,13.978198515432558,13.293453821143695,13.968271090611516,12.880062081245514,10.682862962943176,11.870010899266221,10.397062022062022,14.0624735841082,11.788224800936668,6.462836337836339,11.161246804294933,13.425595238095237,13.40841560921348,10.613467220610078,12.754878415172533,12.703089858563805,11.024670002129021,13.96462757101055,11.280279296726667,11.226198184531517,12.133409309545673,14.508754513642781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nn,11.559351276742582,13.756449332979944,13.297799422799423,13.163209475709474,12.393974229080612,12.413971445221446,12.751453611747728,12.148010878010878,12.968715808001521,14.879717504717506,10.384337068160598,12.749299697216365,11.35045856920857,10.968725953895445,11.260211443884913,5.2063492063492065,8.982457749406901,13.234006734006734,9.841832367256096,12.03565308699237,11.97507506617676,12.087653276428787,12.483723432875975,9.27783496990814,12.470626360456869,10.020504792826221,13.386104149262044,11.950828157349894,12.644929019929021,11.75778018278018,12.687697437697437,11.76033834586466,14.073585231193926,11.276039301607483,11.122715247715247,12.501491685702213,13.27150072150072,8.847544489053922,13.482111965602533,13.954652912099723,14.214891940340593,12.912469287469287,14.322887697887698,14.635071363012537,14.223489723489724,12.797431991876438,13.113546363546364,14.70086780503447,12.608824320688727,12.348674598674599,9.295969903112763,12.938774389861345,12.732143109415837,10.856742512230317,12.469293418445961,14.544659767316016,13.702602567185902,11.953460505543838,14.917170548749496,14.26236301236301,10.776577311577311,14.045188295188296,11.575079365079366,13.185005650914745,11.694684944684944,13.896443246019516,9.10297127115309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny,11.403517938000697,9.823676984391271,12.915512265512263,12.818956111639038,12.286581088664422,9.258448937426211,10.264934787434788,10.148898323898322,13.356788548752833,13.829828916465742,11.976091699305986,13.070618617493619,13.240459071444988,10.852256632256632,12.137497051559553,12.706853680910285,10.907289499821966,9.279555224867725,13.80718830231817,10.1112958578712,11.86404144196352,12.150318483340872,9.91577884597365,11.669172593279736,15.698400985738648,10.920695045695048,13.905695468195468,14.790508774379743,11.015543418845304,11.056940798219868,10.718519426066596,13.41290283790284,11.985830527497193,12.920721933433798,14.852668753451795,12.057763394614044,9.699029771398193,10.933102823102823,8.896138483095005,13.3491341991342,10.74597669646371,9.21881577541955,11.19295877078896,10.570432581045786,11.106273443537592,13.173085321111637,9.358510724076762,14.138468266892923,9.681858004909953,9.817656661996287,12.690645003145002,10.13355057640772,10.130180930180932,13.098163452708906,11.754429733325837,16.065398301193753,11.230447132232847,9.844214570958757,11.260324992467849,10.156490783849275,10.485576427540712,10.455569325852347,14.320915926179085,9.328105029890743,10.742819117819119,15.553224918356495,12.194136303511305,12.40719827047952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oc,10.69758597883598,10.945877695877698,10.969432043650794,11.789674340810704,11.271279524569,11.425971019721018,13.858189033189033,9.621620617944147,11.77507215007215,11.825021043771045,11.993560606060607,14.513174325674324,6.467017738359202,10.523171611586246,10.574876920465156,11.196629759129761,10.23328373015873,11.389917695473253,12.318573364305072,9.71583402352633,12.676564966199114,9.867489833398926,10.98754971315947,13.29721964543393,9.437862950058072,8.19219505984212,12.03405390905391,10.670855379188712,11.148862968307412,8.251869342778434,13.064099994655553,12.85652709359606,11.371727478870339,11.836271703207187,12.355541477492698,10.615721676697286,12.397130647130645,10.397989022989023,8.64622741756888,14.112747591914257,12.648255200084469,12.281687448354116,11.369382161048826,14.115164670720226,14.525901567568233,12.62753949267107,12.047758825536604,14.71979190400243,11.099888255376062,11.816384746940303,8.532692307692308,12.261715797430085,7.781888433204223,11.050787638287638,12.183947488825538,14.111832611832613,11.601114934448267,8.625023480792711,12.466567646445695,12.634653412431192,8.607523649190316,11.332176054398277,13.185985797827904,11.284288242621578,10.814989177489178,14.982540607540608,10.672830988455988,11.215649801587302,10.969955507455506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pci,9.978120978120977,15.076182151182149,12.468408978174605,13.965364744382601,12.588869073024002,14.498590627827916,15.017177117983564,13.626393160932636,11.461309523809524,13.605668925981426,12.738696633227883,13.870700462195307,12.815622869194298,13.40125774110149,12.086830003998678,10.850098063126234,12.620431722472539,14.948982454934832,10.728088096710545,14.875981161695446,13.428149514884211,13.787633662633665,14.040580734458283,13.594420394420393,12.88887959119918,11.303819444444443,12.968269825412683,11.245943562610227,12.289614438849133,13.94388590133271,11.899341304953548,12.449381570810145,13.419960887066152,12.611075510746565,11.119662022005771,13.244851791726793,14.07545695045695,14.002857185549495,15.900564240052876,15.014387175324675,14.644705068174456,14.14227467543794,14.610935266547509,16.053283875987958,14.296490640878392,12.422518530851862,14.405476043231147,15.640415288021671,13.71625511676532,13.142850346931981,12.810846560846562,13.537185289458018,14.741951258617926,13.038477175381935,12.768779689698054,12.32677708764665,16.859503442050613,13.351660905232333,15.349729069116824,14.923896398386196,12.460085439252104,15.231463972535403,12.871851276742582,13.666234228734226,11.89375271193453,13.66638459058672,12.586666436400478,10.731226356226356,13.137424682235999,13.069831917054138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl,11.235898209258865,11.35364093371906,12.911171866611937,12.314887836522452,12.279245608192975,5.181780124637267,11.194174262855581,7.500699330030672,12.405989843489843,14.268631862809944,11.23964775304061,11.714236494499652,11.962278233501495,5.383387417517648,11.801622464293697,12.5522582576154,11.64684888274324,10.753879884947846,13.433170250553921,11.353453661608741,11.724797038229875,11.5665692332359,11.209019525250866,12.150987178330928,14.131676795426797,11.053418279833375,14.024650766702786,13.616127946127948,12.437529050810303,11.24309352927774,12.180201453638952,12.431831300013119,11.22650939441984,12.11823233897702,13.274316485006532,12.482324027245902,12.987193657406426,11.5880094578624,11.095919300724068,13.355678663041678,11.825318925132358,12.02706841769342,11.597590632746881,12.691079536782661,12.899426745129867,14.339930697179218,11.990020974395975,12.947447059781418,10.775452297840356,11.446667626355127,9.75085575085575,11.73413693225014,11.337309461011884,11.956366020984664,12.085970552388462,16.24497955747956,11.045837324187842,9.325564138064136,12.396160825494997,11.599205953646745,8.7043867967781,12.19587286522029,13.652633513210436,11.245103558992449,11.39497076997077,16.33222122554583,11.796715769051833,11.773125179904838,10.936156556286427,11.216991680406315,14.608144315175565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ps,9.942837977994229,11.387407125502365,11.846527700694367,11.362871545798376,11.190968122786305,11.737839706589705,13.35681216931217,11.70824484739579,11.35730754752494,13.257092283830248,10.086753524253526,12.48346350619078,12.097730125899139,11.970139692179167,10.949122275294151,12.048038829857013,11.455717893217894,12.236135253635254,13.26346633164815,12.866250188167996,11.540537564888213,10.440417282522546,12.67938627029536,14.352842548865276,12.306186057809436,9.971008158508159,14.104763387297634,14.117165242165239,12.683924717258053,13.781493281493281,12.591318557985222,10.936316629498448,9.829748492248491,10.953324701092559,12.90214060830944,11.440841687552215,11.925128615346004,13.450770043161349,12.438285722214294,14.317419573371952,12.444637523371288,13.896510896510893,14.170141895141894,13.203221161554493,14.350482387982389,13.018530765009638,13.949761966428635,13.91757355299022,12.50780748832697,12.807688916022249,11.783937513104181,12.841035353535352,13.307959787126455,12.13812277047571,11.879251700680273,13.283625730994151,14.20731456043956,11.06292658588577,12.253542103427515,13.050889234222566,11.136217948717949,11.823613731947063,12.409977324263037,10.59822463510988,12.161285473785474,16.37874644124644,10.385044572544574,12.276857401857402,10.797508818342152,10.30523579955398,12.16576879910213,12.708505127913021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
